day,entity,product,payment_method,anticipation_method,installments,monthly_tier,amount_transacted,fee_revenue,effective_fee_rate
2025-02-13,PF,link,credit,D0/Nitro,12,>80000,702284.13,117000.536058,0.1666
2025-02-13,PJ,pos,credit,D1Anticipation,12,>80000,1266491.12,117530.375936,0.0928
2025-02-13,PJ,link,credit,D0/Nitro,12,>80000,214767.21,35780.217186,0.16660000000000003
2025-02-13,PJ,tap,credit,D1Anticipation,12,>80000,2580328.74,239454.507072,0.0928
2025-02-13,PJ,pos,credit,D1Anticipation,12,>80000,5480688.28,508607.872384,0.0928
2025-02-13,PJ,tap,credit,D1Anticipation,12,>80000,532442.41,49410.655648,0.0928
2025-02-13,PJ,link,credit,D1Anticipation,12,>80000,170166.16,31123.390664,0.18289999999999998
2025-02-13,PJ,link,credit,D0/Nitro,12,<=20000,12172.32,2027.908512,0.1666
2025-02-13,PF,link,credit,D0/Nitro,12,<=20000,200.0,33.32,0.1666
2025-02-13,PF,tap,credit,D1Anticipation,12,20001-40000,36603.73,3810.448293,0.10409999999999998
2025-02-13,PJ,pos,credit,D0/Nitro,12,<=20000,550.0,103.345,0.1879
2025-02-13,PJ,tap,credit,D0/Nitro,12,<=20000,1539.22,289.219438,0.1879
2025-02-13,PJ,pos,credit,D0/Nitro,12,>80000,224623.28,42206.714312,0.18789999999999998
2025-02-13,PJ,pos,credit,D1Anticipation,12,>80000,1019687.71,94627.019488,0.09280000000000001
2025-02-13,PJ,pos,credit,D1Anticipation,12,>80000,1495270.48,138761.100544,0.0928
2025-02-13,PF,tap,credit,D1Anticipation,12,<=20000,13610.52,1710.842364,0.1257
2025-02-13,PJ,pos,credit,D0/Nitro,12,<=20000,3240.0,608.796,0.1879
2025-02-13,PF,link,credit,D1Anticipation,12,<=20000,2039.84,373.086736,0.1829
2025-02-13,PJ,link,credit,D0/Nitro,12,<=20000,8719.63,1452.6903579999998,0.1666
2025-02-13,PJ,tap,credit,D0/Nitro,12,>80000,181337.1,34073.24109,0.1879
2025-02-13,PF,link,credit,D1Anticipation,12,>80000,664443.79,121526.769191,0.18289999999999998
2025-02-13,PJ,link,credit,D1Anticipation,12,>80000,933042.58,170653.487882,0.1829
2025-02-13,PJ,pos,credit,D0/Nitro,12,<=20000,980.0,184.142,0.18789999999999998
2025-02-13,PJ,link,credit,D1Anticipation,12,>80000,178638.51,32672.983479,0.18289999999999998
2025-02-13,PJ,tap,credit,D1Anticipation,12,>80000,235126.21,21819.712288,0.0928
2025-02-13,PJ,link,credit,D0/Nitro,12,<=20000,18758.55,3125.17443,0.1666
2025-02-13,PF,tap,credit,D1Anticipation,12,<=20000,14010.93,1761.173901,0.12569999999999998
2025-02-13,PF,tap,credit,D0/Nitro,12,<=20000,861.97,161.964163,0.1879
2025-02-13,PF,link,credit,D1Anticipation,12,<=20000,14998.81,2743.282349,0.1829
2025-02-13,PJ,tap,credit,D0/Nitro,12,<=20000,11082.39,2082.381081,0.1879
2025-02-13,PF,tap,credit,D0/Nitro,12,>80000,1746044.38,328081.739002,0.1879
2025-02-14,PJ,pix,Pix,Pix,1,>80000,1788633.66,0.0,0.0
2025-02-14,PJ,pos,debit,D1Anticipation,1,>80000,15188318.74,142770.19615600002,0.0094
2025-02-14,PJ,pos,debit,D1Anticipation,1,>80000,4175625.68,39250.881392,0.0094
2025-02-14,PJ,pos,debit,D1Anticipation,1,>80000,2402148.81,22580.198814000003,0.0094
2025-02-14,PJ,tap,debit,D1Anticipation,1,>80000,450873.71,4238.212874000001,0.0094
2025-02-14,PJ,tap,credit,D1Anticipation,1,>80000,1729839.23,51549.209054,0.0298
2025-02-14,PJ,pos,credit,D0/Nitro,1,>80000,2395413.51,143485.269249,0.05990000000000001
2025-02-14,PF,tap,credit,D0/Nitro,1,>80000,11065425.49,662818.986851,0.059899999999999995
2025-02-14,PJ,pos,debit,D0/Nitro,1,>80000,291253.72,8125.978787999999,0.0279
2025-02-14,PJ,pos,credit,D0/Nitro,1,>80000,229850.59,13768.050341,0.0599
2025-02-14,PF,tap,debit,D0/Nitro,1,<=20000,2907.74,81.125946,0.0279
2025-02-14,PJ,tap,credit,D0/Nitro,1,>80000,85619.96,5128.635604000001,0.05990000000000001
2025-02-14,PJ,link,credit,D0/Nitro,1,20001-40000,24360.3,1023.1326,0.042
2025-02-14,PJ,link,credit,D0/Nitro,1,<=20000,6264.29,263.10018,0.042
2025-02-14,PJ,bank_slip,BankSlip,BankSlip,1,>80000,260960.01,0.0,0.0
2025-02-14,PF,pix,Pix,Pix,1,<=20000,6684.62,0.0,0.0
2025-02-14,PF,link,credit,D1Anticipation,1,<=20000,140.0,7.686,0.0549
2025-02-14,PF,tap,debit,D1Anticipation,1,<=20000,365.2,5.733639999999999,0.0157
2025-02-14,PF,pos,credit,D1Anticipation,1,<=20000,1047.48,36.033312,0.0344
2025-02-14,PF,link,credit,D1Anticipation,1,<=20000,60.0,3.294,0.0549
2025-02-14,PF,tap,debit,D1Anticipation,1,>80000,808485.99,7599.768306,0.0094
2025-02-14,PJ,link,credit,D0/Nitro,1,>80000,671961.52,28222.38384,0.041999999999999996
2025-02-14,PJ,link,credit,D1Anticipation,1,>80000,206086.69,11314.159281,0.0549
2025-02-14,PJ,pos,debit,D0/Nitro,1,40001-80000,51596.82,1439.551278,0.027899999999999998
2025-02-14,PF,pos,debit,D1Anticipation,1,<=20000,11.0,0.1727,0.0157
2025-02-14,PF,link,credit,D0/Nitro,1,<=20000,1947.62,81.80004,0.042
2025-02-14,PF,tap,credit,D1Anticipation,1,<=20000,3241.45,111.50588,0.0344
2025-02-14,PF,tap,debit,D1Anticipation,1,<=20000,610.35,9.582495,0.0157
2025-02-14,PF,tap,debit,D1Anticipation,1,<=20000,748.3,11.748309999999998,0.0157
2025-02-14,PJ,tap,credit,D1Anticipation,1,>80000,294024.9,8761.94202,0.0298
2025-02-14,PF,tap,debit,D0/Nitro,1,>80000,3215313.4,89707.24386,0.0279
2025-02-14,PJ,link,credit,D1Anticipation,1,>80000,157477.88,8645.535612,0.0549
2025-02-14,PJ,tap,debit,D1Anticipation,1,20001-40000,38111.0,400.1655,0.0105
2025-02-14,PJ,bank_slip,BankSlip,BankSlip,1,<=20000,14806.76,0.0,0.0
2025-02-14,PJ,link,credit,D1Anticipation,1,>80000,1396856.76,76687.436124,0.0549
2025-02-14,PJ,pos,credit,D1Anticipation,1,>80000,3344557.94,99667.826612,0.0298
2025-02-14,PJ,tap,credit,D1Anticipation,1,>80000,143433.35,4274.31383,0.0298
2025-02-14,PJ,pos,credit,D0/Nitro,1,>80000,96233.36,5764.378264,0.0599
2025-02-14,PJ,pix,Pix,Pix,1,>80000,2242360.5,0.0,0.0
2025-02-14,PJ,tap,debit,D0/Nitro,1,>80000,459753.19,12827.114001,0.0279
2025-02-14,PJ,tap,credit,D0/Nitro,1,>80000,1878468.98,112520.291902,0.0599
2025-02-14,PJ,tap,debit,D1Anticipation,1,<=20000,7623.24,119.68486799999998,0.0157
2025-02-14,PF,tap,credit,D0/Nitro,1,<=20000,2211.49,132.46825099999998,0.059899999999999995
2025-02-14,PJ,bank_slip,BankSlip,BankSlip,1,<=20000,3420.0,0.0,0.0
2025-02-14,PF,tap,credit,D1Anticipation,1,>80000,3646825.38,108675.396324,0.0298
2025-02-14,PF,pos,debit,D1Anticipation,1,40001-80000,79474.45,786.797055,0.0099
2025-02-14,PJ,pos,credit,D1Anticipation,1,>80000,1430690.4,42634.57392,0.029800000000000004
2025-02-14,PJ,tap,debit,D0/Nitro,1,<=20000,300.0,8.370000000000001,0.027900000000000005
2025-02-14,PJ,pix,Pix,Pix,1,>80000,22301249.45,0.0,0.0
2025-02-14,PF,pos,credit,D0/Nitro,1,20001-40000,27995.33,1676.9202670000002,0.0599
2025-02-14,PJ,tap,debit,D0/Nitro,1,<=20000,12015.19,335.22380100000004,0.0279
2025-02-14,PJ,bank_slip,BankSlip,BankSlip,1,<=20000,7569.43,0.0,0.0
2025-02-14,PF,pix,Pix,Pix,1,<=20000,14692.78,0.0,0.0
2025-02-14,PF,tap,debit,D0/Nitro,1,<=20000,289.17,8.067843000000002,0.027900000000000005
2025-02-14,PJ,pos,debit,D0/Nitro,1,>80000,124543.16,3474.7541640000004,0.0279
2025-02-14,PF,tap,credit,D1Anticipation,1,<=20000,6620.19,227.734536,0.0344
2025-02-14,PF,link,credit,D0/Nitro,1,<=20000,228.24,9.58608,0.042
2025-02-14,PF,pos,credit,D1Anticipation,1,40001-80000,70879.32,2183.0830560000004,0.0308
2025-02-14,PJ,tap,credit,D1Anticipation,1,>80000,103984.59,3098.740782,0.0298
2025-02-14,PF,pos,debit,D1Anticipation,1,<=20000,1236.65,19.415405,0.0157
2025-02-14,PJ,link,credit,D0/Nitro,1,20001-40000,38959.91,1636.3162200000002,0.042
2025-02-14,PJ,tap,debit,D1Anticipation,1,<=20000,12782.11,200.679127,0.0157
2025-02-14,PF,tap,credit,D0/Nitro,1,<=20000,14878.05,891.195195,0.0599
2025-02-14,PF,pix,Pix,Pix,1,<=20000,2646.1,0.0,0.0
2025-02-14,PF,pos,credit,D1Anticipation,1,<=20000,734.0,25.2496,0.0344
2025-02-14,PF,link,credit,D1Anticipation,1,>80000,712251.33,39102.598017,0.0549
2025-02-14,PJ,pos,credit,D1Anticipation,1,>80000,13795386.69,411102.523362,0.0298
2025-02-14,PF,link,credit,D0/Nitro,1,>80000,1847633.21,77600.59482,0.042
2025-02-14,PF,pix,Pix,Pix,1,>80000,3249797.33,0.0,0.0
2025-02-14,PJ,tap,credit,D0/Nitro,1,>80000,102211.61,6122.475439,0.059899999999999995
2025-02-14,PJ,tap,debit,D0/Nitro,1,<=20000,172.3,4.80717,0.027899999999999998
2025-02-14,PF,tap,credit,D0/Nitro,1,<=20000,2414.1,144.60459,0.0599
2025-02-14,PJ,pos,debit,D0/Nitro,1,>80000,2906172.3,81082.20717,0.0279
2025-02-14,PJ,link,credit,D1Anticipation,1,>80000,257376.87,14129.990163,0.054900000000000004
2025-02-14,PF,tap,credit,D1Anticipation,1,<=20000,17385.85,598.0732399999999,0.0344
2025-02-14,PJ,tap,credit,D0/Nitro,1,<=20000,14596.81,874.348919,0.0599
2025-02-14,PF,bank_slip,BankSlip,BankSlip,1,>80000,136814.93,0.0,0.0
2025-02-14,PJ,pos,debit,D1Anticipation,1,>80000,1596830.46,15010.206324,0.0094
2025-02-14,PJ,pix,Pix,Pix,1,>80000,3683329.55,0.0,0.0
2025-02-14,PJ,pos,credit,D1Anticipation,1,>80000,2031694.61,60544.499378,0.0298
2025-02-14,PF,tap,debit,D0/Nitro,1,<=20000,201.83,5.631057,0.027899999999999998
2025-02-14,PF,link,credit,D1Anticipation,1,<=20000,573.0,31.4577,0.0549
2025-02-14,PF,pos,debit,D1Anticipation,1,<=20000,3208.29,50.370153,0.015700000000000002
2025-02-14,PJ,pos,credit,D0/Nitro,1,20001-40000,28691.3,1718.60887,0.0599
2025-02-14,PF,pos,debit,D0/Nitro,1,20001-40000,30764.89,858.340431,0.027899999999999998
2025-02-14,PJ,pos,credit,D1Anticipation,2,>80000,5621128.41,238897.95742500003,0.0425
2025-02-14,PJ,pos,credit,D0/Nitro,2,40001-80000,49944.4,5688.66716,0.1139
2025-02-14,PJ,tap,credit,D1Anticipation,2,40001-80000,50745.3,2227.71867,0.0439
2025-02-14,PF,pos,credit,D1Anticipation,2,20001-40000,27232.17,1233.617301,0.0453
2025-02-14,PJ,link,credit,D0/Nitro,2,<=20000,11640.18,708.886962,0.0609
2025-02-14,PF,tap,credit,D1Anticipation,2,<=20000,6972.14,388.348198,0.0557
2025-02-14,PJ,tap,credit,D1Anticipation,2,20001-40000,38882.6,1761.38178,0.0453
2025-02-14,PF,link,credit,D1Anticipation,2,<=20000,1877.7,204.48153,0.1089
2025-02-14,PF,link,credit,D0/Nitro,2,>80000,1005265.4,61220.66286,0.060899999999999996
2025-02-14,PF,tap,credit,D0/Nitro,2,>80000,3049551.63,347343.930657,0.1139
2025-02-14,PJ,link,credit,D0/Nitro,2,<=20000,7875.57,479.622213,0.0609
2025-02-14,PF,link,credit,D1Anticipation,2,>80000,742921.36,80904.13610399999,0.10889999999999998
2025-02-14,PF,link,credit,D1Anticipation,2,<=20000,300.0,32.67,0.10890000000000001
2025-02-14,PF,link,credit,D0/Nitro,2,<=20000,125.0,7.612500000000001,0.0609
2025-02-14,PJ,tap,credit,D1Anticipation,2,20001-40000,24510.34,1110.318402,0.04530000000000001
2025-02-14,PF,tap,credit,D1Anticipation,2,<=20000,2441.96,136.017172,0.05569999999999999
2025-02-14,PJ,pos,credit,D1Anticipation,2,>80000,450535.85,19147.773625,0.0425
2025-02-14,PF,tap,credit,D1Anticipation,2,>80000,1496246.3,63590.46775,0.0425
2025-02-14,PJ,link,credit,D1Anticipation,2,>80000,126322.62,13756.533318,0.1089
2025-02-14,PJ,tap,credit,D0/Nitro,2,20001-40000,24927.51,2839.243389,0.11390000000000002
2025-02-14,PJ,tap,credit,D0/Nitro,2,<=20000,581.93,66.28182699999999,0.1139
2025-02-14,PJ,pos,credit,D0/Nitro,2,20001-40000,28656.19,3263.940041,0.1139
2025-02-14,PF,pos,credit,D1Anticipation,2,<=20000,920.0,51.244,0.0557
2025-02-14,PJ,tap,credit,D0/Nitro,2,>80000,469440.09,53469.226251,0.11389999999999999
2025-02-14,PJ,tap,credit,D1Anticipation,2,>80000,771376.22,32783.48935,0.0425
2025-02-14,PJ,link,credit,D0/Nitro,2,>80000,402495.94,24512.002746,0.060899999999999996
2025-02-14,PF,link,credit,D1Anticipation,2,<=20000,197.01,21.454389,0.1089
2025-02-14,PJ,link,credit,D1Anticipation,2,40001-80000,45099.57,4911.343173,0.10890000000000001
2025-02-14,PJ,link,credit,D1Anticipation,2,>80000,205445.21,22372.983369,0.10890000000000001
2025-02-14,PF,link,credit,D0/Nitro,2,<=20000,3116.39,189.788151,0.0609
2025-02-14,PJ,link,credit,D0/Nitro,2,20001-40000,22917.21,1395.658089,0.0609
2025-02-14,PF,tap,credit,D0/Nitro,2,<=20000,18081.43,2059.474877,0.1139
2025-02-14,PF,tap,credit,D1Anticipation,2,<=20000,863.7,48.10809,0.05569999999999999
2025-02-14,PJ,pos,credit,D1Anticipation,2,>80000,710632.26,30201.87105,0.0425
2025-02-14,PJ,link,credit,D1Anticipation,2,>80000,1322247.78,143992.783242,0.1089
2025-02-14,PF,pos,credit,D1Anticipation,2,<=20000,1413.05,78.706885,0.0557
2025-02-14,PF,pos,credit,D0/Nitro,2,<=20000,9002.34,1025.366526,0.1139
2025-02-14,PJ,pos,credit,D0/Nitro,2,<=20000,8909.22,1014.760158,0.11390000000000002
2025-02-14,PJ,tap,credit,D0/Nitro,2,<=20000,5894.0,671.3266,0.1139
2025-02-14,PJ,pos,credit,D1Anticipation,2,>80000,1247925.17,53036.819725,0.0425
2025-02-14,PJ,pos,credit,D0/Nitro,2,>80000,723118.26,82363.16981400001,0.11390000000000002
2025-02-14,PJ,pos,credit,D1Anticipation,3,>80000,6643172.69,316879.337313,0.0477
2025-02-14,PF,tap,credit,D0/Nitro,3,>80000,2574063.66,321500.551134,0.1249
2025-02-14,PJ,pos,credit,D0/Nitro,3,>80000,644190.0,80459.33099999999,0.12489999999999998
2025-02-14,PJ,link,credit,D0/Nitro,3,>80000,531995.11,37292.857211,0.07010000000000001
2025-02-14,PF,tap,credit,D1Anticipation,3,<=20000,2305.0,145.215,0.063
2025-02-14,PF,pos,credit,D1Anticipation,3,20001-40000,33966.66,1745.8863240000005,0.05140000000000001
2025-02-14,PJ,link,credit,D1Anticipation,3,>80000,268609.44,32206.271856000003,0.1199
2025-02-14,PF,link,credit,D1Anticipation,3,<=20000,553.83,66.404217,0.11989999999999999
2025-02-14,PJ,pos,credit,D1Anticipation,3,>80000,584632.62,27886.975974,0.0477
2025-02-14,PF,link,credit,D0/Nitro,3,>80000,1021877.61,71633.620461,0.0701
2025-02-14,PJ,pos,credit,D0/Nitro,3,40001-80000,64703.19,8081.428431,0.1249
2025-02-14,PF,pos,credit,D0/Nitro,3,<=20000,9089.6,1135.29104,0.1249
2025-02-14,PJ,tap,credit,D1Anticipation,3,40001-80000,70404.75,3485.0351250000003,0.0495
2025-02-14,PF,tap,credit,D1Anticipation,3,<=20000,2344.57,147.70791,0.063
2025-02-14,PJ,tap,credit,D1Anticipation,3,>80000,133106.59,6349.184343,0.0477
2025-02-14,PJ,link,credit,D0/Nitro,3,<=20000,2965.4,207.87454,0.0701
2025-02-14,PJ,tap,credit,D0/Nitro,3,<=20000,2728.55,340.79589500000003,0.1249
2025-02-14,PJ,tap,credit,D1Anticipation,3,>80000,1112017.1,53043.215670000005,0.0477
2025-02-14,PJ,pos,credit,D0/Nitro,3,20001-40000,26468.36,3305.898164,0.1249
2025-02-14,PJ,link,credit,D1Anticipation,3,>80000,553024.18,66307.599182,0.11989999999999999
2025-02-14,PJ,link,credit,D1Anticipation,3,>80000,2430732.92,291444.877108,0.11989999999999999
2025-02-14,PJ,tap,credit,D0/Nitro,3,>80000,466986.23,58326.580127,0.12490000000000001
2025-02-14,PJ,link,credit,D1Anticipation,3,>80000,158313.96,18981.843804,0.1199
2025-02-14,PJ,link,credit,D0/Nitro,3,20001-40000,31691.68,2221.586768,0.07010000000000001
2025-02-14,PF,link,credit,D1Anticipation,3,<=20000,4279.77,513.1444230000001,0.1199
2025-02-14,PF,link,credit,D1Anticipation,3,>80000,990331.84,118740.787616,0.1199
2025-02-14,PJ,tap,credit,D0/Nitro,3,20001-40000,21575.55,2694.786195,0.12490000000000001
2025-02-14,PJ,pos,credit,D0/Nitro,3,<=20000,7094.29,886.076821,0.1249
2025-02-14,PF,tap,credit,D0/Nitro,3,<=20000,1500.0,187.35,0.1249
2025-02-14,PF,link,credit,D0/Nitro,3,<=20000,1350.76,94.688276,0.0701
2025-02-14,PJ,tap,credit,D1Anticipation,3,20001-40000,39821.73,2046.836922,0.051399999999999994
2025-02-14,PF,tap,credit,D0/Nitro,3,<=20000,2291.3,286.18337,0.1249
2025-02-14,PF,tap,credit,D1Anticipation,3,>80000,1713390.43,81728.72351099999,0.04769999999999999
2025-02-14,PJ,link,credit,D0/Nitro,3,<=20000,15426.4,1081.3906399999998,0.0701
2025-02-14,PJ,pos,credit,D1Anticipation,3,>80000,1798859.62,85805.60387400001,0.0477
2025-02-14,PF,link,credit,D0/Nitro,3,<=20000,1222.0,85.6622,0.0701
2025-02-14,PJ,pos,credit,D1Anticipation,3,>80000,987033.92,47081.517984,0.0477
2025-02-14,PJ,tap,credit,D0/Nitro,3,<=20000,4815.28,601.4284719999999,0.1249
2025-02-14,PF,tap,credit,D1Anticipation,3,<=20000,6250.0,393.75,0.063
2025-02-14,PJ,pos,credit,D0/Nitro,4,>80000,411145.39,53818.931551,0.1309
2025-02-14,PJ,pos,credit,D0/Nitro,4,<=20000,13006.0,1702.4853999999998,0.1309
2025-02-14,PJ,pos,credit,D1Anticipation,4,>80000,669690.45,35359.655759999994,0.05279999999999999
2025-02-14,PF,tap,credit,D1Anticipation,4,<=20000,3504.82,246.38884600000003,0.0703
2025-02-14,PF,tap,credit,D0/Nitro,4,<=20000,3060.25,400.586725,0.1309
2025-02-14,PJ,pos,credit,D0/Nitro,4,20001-40000,31204.23,4084.633707,0.1309
2025-02-14,PJ,pos,credit,D1Anticipation,4,>80000,952445.14,50289.103392,0.0528
2025-02-14,PJ,tap,credit,D1Anticipation,4,40001-80000,66029.77,3638.240327,0.055099999999999996
2025-02-14,PJ,link,credit,D1Anticipation,4,>80000,1249256.29,157281.36691100002,0.1259
2025-02-14,PJ,link,credit,D1Anticipation,4,>80000,245624.95,30924.181205000004,0.1259
2025-02-14,PF,pos,credit,D1Anticipation,4,<=20000,13215.87,929.075661,0.07029999999999999
2025-02-14,PF,pos,credit,D1Anticipation,4,<=20000,2700.0,189.81,0.0703
2025-02-14,PF,tap,credit,D1Anticipation,4,>80000,1652044.75,87227.9628,0.0528
2025-02-14,PF,tap,credit,D1Anticipation,4,<=20000,2463.21,173.163663,0.0703
2025-02-14,PJ,link,credit,D0/Nitro,4,<=20000,3993.09,315.85341900000003,0.0791
2025-02-14,PJ,tap,credit,D1Anticipation,4,20001-40000,26104.82,1498.416668,0.05740000000000001
2025-02-14,PF,link,credit,D0/Nitro,4,<=20000,800.0,63.28,0.0791
2025-02-14,PF,link,credit,D1Anticipation,4,>80000,687491.49,86555.178591,0.1259
2025-02-14,PF,tap,credit,D0/Nitro,4,>80000,2081680.13,272491.929017,0.13090000000000002
2025-02-14,PJ,pos,credit,D1Anticipation,4,>80000,407278.65,21504.31272,0.0528
2025-02-14,PF,tap,credit,D1Anticipation,4,<=20000,4659.29,327.548087,0.0703
2025-02-14,PF,link,credit,D1Anticipation,4,<=20000,1990.43,250.595137,0.12589999999999998
2025-02-14,PF,tap,credit,D0/Nitro,4,<=20000,3959.04,518.238336,0.1309
2025-02-14,PJ,tap,credit,D1Anticipation,4,>80000,710966.19,37539.01483199999,0.05279999999999999
2025-02-14,PJ,link,credit,D0/Nitro,4,<=20000,18832.24,1489.630184,0.0791
2025-02-14,PF,link,credit,D0/Nitro,4,<=20000,439.8,34.788180000000004,0.0791
2025-02-14,PJ,pos,credit,D0/Nitro,4,<=20000,6580.37,861.3704329999999,0.1309
2025-02-14,PJ,tap,credit,D0/Nitro,4,<=20000,18339.95,2400.699455,0.1309
2025-02-14,PF,pos,credit,D0/Nitro,4,<=20000,1062.66,139.102194,0.1309
2025-02-14,PJ,link,credit,D1Anticipation,4,>80000,128321.12,16155.629008000002,0.1259
2025-02-14,PJ,tap,credit,D0/Nitro,4,>80000,327580.96,42880.347664,0.1309
2025-02-14,PJ,tap,credit,D0/Nitro,4,<=20000,7450.0,975.205,0.13090000000000002
2025-02-14,PJ,link,credit,D1Anticipation,4,>80000,124499.18,15674.446762,0.1259
2025-02-14,PJ,pos,credit,D1Anticipation,4,>80000,3998735.1,211133.21328,0.0528
2025-02-14,PF,link,credit,D0/Nitro,4,>80000,779798.31,61682.04632100001,0.0791
2025-02-14,PJ,link,credit,D0/Nitro,4,>80000,359592.45,28443.762795,0.07909999999999999
2025-02-14,PJ,link,credit,D0/Nitro,4,<=20000,8148.71,644.5629610000001,0.0791
2025-02-14,PF,pos,credit,D1Anticipation,4,<=20000,800.0,56.24,0.0703
2025-02-14,PJ,tap,credit,D1Anticipation,4,>80000,117807.7,6220.24656,0.0528
2025-02-14,PJ,tap,credit,D1Anticipation,5,>80000,785012.48,45452.222592,0.0579
2025-02-14,PF,tap,credit,D0/Nitro,5,>80000,1769507.48,244015.081492,0.1379
2025-02-14,PF,tap,credit,D0/Nitro,5,<=20000,7191.76,991.743704,0.1379
2025-02-14,PF,link,credit,D1Anticipation,5,<=20000,1209.6,160.75583999999998,0.1329
2025-02-14,PJ,pos,credit,D0/Nitro,5,20001-40000,36806.18,5075.572222,0.1379
2025-02-14,PF,tap,credit,D1Anticipation,5,>80000,1483856.0,85915.2624,0.05790000000000001
2025-02-14,PJ,pos,credit,D0/Nitro,5,>80000,327366.25,45143.805875,0.1379
2025-02-14,PF,link,credit,D0/Nitro,5,>80000,612575.55,53906.6484,0.088
2025-02-14,PF,link,credit,D1Anticipation,5,>80000,563609.2,74903.66268,0.1329
2025-02-14,PJ,tap,credit,D0/Nitro,5,>80000,286068.1,39448.79099,0.13790000000000002
2025-02-14,PJ,pos,credit,D1Anticipation,5,>80000,3109126.4,180018.41856,0.0579
2025-02-14,PJ,link,credit,D0/Nitro,5,>80000,299596.27,26364.47176,0.088
2025-02-14,PJ,pos,credit,D1Anticipation,5,>80000,578347.86,33486.341094,0.05790000000000001
2025-02-14,PJ,tap,credit,D0/Nitro,5,<=20000,2856.78,393.949962,0.1379
2025-02-14,PJ,link,credit,D0/Nitro,5,<=20000,6306.92,555.00896,0.088
2025-02-14,PJ,tap,credit,D1Anticipation,5,40001-80000,77385.65,4697.308955,0.06070000000000001
2025-02-14,PJ,link,credit,D1Anticipation,5,>80000,1103486.23,146653.319967,0.1329
2025-02-14,PJ,link,credit,D1Anticipation,5,>80000,213970.34,28436.658186,0.13290000000000002
2025-02-14,PJ,link,credit,D0/Nitro,5,<=20000,12109.0,1065.592,0.08800000000000001
2025-02-14,PJ,pos,credit,D1Anticipation,5,>80000,424414.36,24573.591444,0.05790000000000001
2025-02-14,PJ,pos,credit,D0/Nitro,5,<=20000,18770.57,2588.461603,0.13790000000000002
2025-02-14,PF,pos,credit,D0/Nitro,5,<=20000,3413.47,470.717513,0.1379
2025-02-14,PF,pos,credit,D1Anticipation,5,<=20000,1053.76,81.56102399999999,0.0774
2025-02-14,PJ,pos,credit,D1Anticipation,5,>80000,994625.52,57588.817608,0.05789999999999999
2025-02-14,PJ,tap,credit,D1Anticipation,5,<=20000,19470.57,1507.022118,0.07740000000000001
2025-02-14,PF,pos,credit,D1Anticipation,5,<=20000,6406.6,495.87084,0.0774
2025-02-14,PJ,tap,credit,D0/Nitro,5,<=20000,5451.55,751.768745,0.1379
2025-02-14,PJ,link,credit,D1Anticipation,5,>80000,121269.82,16116.759078,0.1329
2025-02-14,PF,tap,credit,D1Anticipation,5,<=20000,7136.95,552.3999299999999,0.0774
2025-02-14,PJ,link,credit,D1Anticipation,5,40001-80000,46792.26,6218.691354,0.1329
2025-02-14,PJ,tap,credit,D1Anticipation,5,40001-80000,51374.15,3118.410905,0.060700000000000004
2025-02-14,PF,link,credit,D0/Nitro,5,<=20000,1365.26,120.14288,0.08800000000000001
2025-02-14,PJ,link,credit,D0/Nitro,5,20001-40000,30756.22,2706.54736,0.088
2025-02-14,PJ,pos,credit,D0/Nitro,5,20001-40000,20464.39,2822.039381,0.1379
2025-02-14,PJ,link,credit,D1Anticipation,6,>80000,1184311.99,165685.247401,0.1399
2025-02-14,PJ,pos,credit,D1Anticipation,6,>80000,783529.57,49284.00995299999,0.0629
2025-02-14,PJ,pos,credit,D1Anticipation,6,>80000,539380.53,33927.035337,0.0629
2025-02-14,PJ,link,credit,D1Anticipation,6,>80000,229261.24,32073.647476,0.1399
2025-02-14,PJ,tap,credit,D1Anticipation,6,40001-80000,51452.65,3406.16543,0.0662
2025-02-14,PF,pos,credit,D1Anticipation,6,<=20000,11980.14,1012.32183,0.0845
2025-02-14,PJ,tap,credit,D0/Nitro,6,<=20000,360.0,52.164,0.1449
2025-02-14,PF,tap,credit,D1Anticipation,6,<=20000,2000.0,169.0,0.0845
2025-02-14,PJ,pos,credit,D1Anticipation,6,>80000,3229945.54,203163.574466,0.0629
2025-02-14,PJ,pos,credit,D1Anticipation,6,>80000,1092530.32,68720.157128,0.0629
2025-02-14,PJ,tap,credit,D0/Nitro,6,>80000,180247.47,26117.858403,0.1449
2025-02-14,PJ,link,credit,D0/Nitro,6,<=20000,14206.21,1373.7405069999998,0.0967
2025-02-14,PJ,link,credit,D0/Nitro,6,>80000,245009.83,23692.450561,0.09670000000000001
2025-02-14,PJ,tap,credit,D1Anticipation,6,>80000,636944.05,40063.780745,0.06289999999999998
2025-02-14,PJ,tap,credit,D0/Nitro,6,<=20000,9993.38,1448.040762,0.14490000000000003
2025-02-14,PF,tap,credit,D0/Nitro,6,<=20000,1000.0,144.9,0.1449
2025-02-14,PJ,link,credit,D1Anticipation,6,>80000,180228.38,25213.950362,0.1399
2025-02-14,PJ,link,credit,D0/Nitro,6,20001-40000,21810.29,2109.055043,0.0967
2025-02-14,PF,tap,credit,D1Anticipation,6,<=20000,2168.5,183.23825,0.08449999999999999
2025-02-14,PF,link,credit,D1Anticipation,6,>80000,541226.04,75717.522996,0.1399
2025-02-14,PJ,link,credit,D0/Nitro,6,40001-80000,40995.52,3964.266784,0.09670000000000001
